8/6/2013,971.98,*,,BANKCARD-8566 MTOT DEP 130805 518089424227932 ANIMAL ELEMENT
8/6/2013,1454.77,*,,Animal Element 3104000256 130805 100143434710 Animal Element 0
8/5/2013,-297.06,*,,BANKCARD-8566 MTOT DISC 130731 518089424227932 ANIMAL ELEMENT
8/5/2013,-297.06,*,,BANKCARD-8566 MTOT DISC 130731 518089424227932 ANIMAL ELEMENT
8/5/2013,-180,*,,WF Direct Pay-Payment- Tran ID DP037689102
8/5/2013,-53.54,*,,CHECK CRD PURCHASE 08/03 TURBOBRIDGE 888-666-3620 MD 425907XXXXXX3535 163215294594546 ?MCC=4814
8/5/2013,43.95,*,,BANKCARD-8566 MTOT DEP 130802 518089424227932 ANIMAL ELEMENT
8/5/2013,710.04,*,,BANKCARD-8566 BTOT DEP 130804 518089424227932 ANIMAL ELEMENT
8/2/2013,-7.95,*,,ANIMAL ELEMENT Svc Fees 130801 ANIMAL ELEMENT
8/2/2013,99.45,*,,BANKCARD-8566 MTOT DEP 130801 518089424227932 ANIMAL ELEMENT
8/1/2013,-1668.85,*,,CHECK CRD PURCHASE 07/31 STARWEST BOTANICAL 916-6388100 CA 425907XXXXXX3535 163210741028653 ?MCC=5199
8/1/2013,-1690.45,*,,CHECK CRD PURCHASE 07/30 DIECUTSTICKERS.COM 206-8163421 WA 425907XXXXXX3535 083212010037077 ?MCC=5999
8/1/2013,626.35,*,,BANKCARD-8566 MTOT DEP 130731 518089424227932 ANIMAL ELEMENT
8/1/2013,1982.32,*,,Animal Element 3104000256 130731 100142693995 Animal Element 0
7/31/2013,-4956.56,*,,CHASE EPAY 130730 1612578988 CHRISTOPHER H JONES
7/31/2013,-2897.42,*,,WF Direct Pay-Payment- Tran ID DP037500422
7/31/2013,99.45,*,,BANKCARD-8566 BTOT DEP 130730 518089424227932 ANIMAL ELEMENT
7/30/2013,90.85,*,,BANKCARD-8566 MTOT DEP 130729 518089424227932 ANIMAL ELEMENT
7/30/2013,208.68,*,,Animal Element 3104000256 130729 100142218485 Animal Element 0
7/29/2013,-220,*,,WF Direct Pay-Payment- Tran ID DP037411132
7/29/2013,-10.17,*,,CHECK CRD PURCHASE 07/26 GODADDY.COM 480-5058855 AZ 425907XXXXXX3535 303208074524546 ?MCC=4816
7/29/2013,214,*,,BANKCARD-8566 MTOT DEP 130728 518089424227932 ANIMAL ELEMENT
7/29/2013,505.92,*,,BANKCARD-8566 MTOT DEP 130726 518089424227932 ANIMAL ELEMENT
7/26/2013,776.78,*,,BANKCARD-8566 MTOT DEP 130725 518089424227932 ANIMAL ELEMENT
7/26/2013,-5,*,,1 CANADIAN DEP ITEMS @ 5.00 PER ITEM
7/25/2013,319.35,*,,BANKCARD-8566 MTOT DEP 130724 518089424227932 ANIMAL ELEMENT
7/25/2013,1774.15,*,,DEPOSIT MADE IN A BRANCH/STORE #633223798
7/24/2013,-620.53,*,,BILL PAY DFW DISTRIBUTION ON-LINE No account number ON 07-24
7/24/2013,433.71,*,,BANKCARD-8566 BTOT DEP 130723 518089424227932 ANIMAL ELEMENT
7/23/2013,323.6,*,,BANKCARD-8566 MTOT DEP 130722 518089424227932 ANIMAL ELEMENT
7/23/2013,1187.25,*,,Animal Element 3104000256 130722 100141489075 Animal Element 0
7/22/2013,-375,*,,KADRI AZHARUDDIN IAT PAYPAL 130722 4X4J279X36EZ8 ANIMAL ELEMENT
7/22/2013,127.9,*,,BANKCARD-8566 BTOT DEP 130721 518089424227932 ANIMAL ELEMENT
7/19/2013,-900,*,,CHECK CRD PURCHASE 07/18 EQUINE MEDIA WORLD 816-651-3055 MO 425907XXXXXX3535 163199744711924 ?MCC=7311
7/19/2013,-15,*,,RECUR DEBIT CRD PMT07/18 PAYPAL *TRAVELINGM 402-935-7733 NC 425907XXXXXX3535 083199429006219 ?MCC=7311
7/19/2013,99.45,*,,BANKCARD-8566 MTOT DEP 130718 518089424227932 ANIMAL ELEMENT
7/18/2013,-319.77,*,,CHECK CRD PURCHASE 07/17 STARWEST BOTANICAL 916-6388100 CA 425907XXXXXX3535 283197856411385 ?MCC=5199
7/18/2013,-181.7,*,,CHECK CRD PURCHASE 07/17 NUTRACEUTICALS INT 201-3992333 NJ 425907XXXXXX3535 283198657334872 ?MCC=5499
7/18/2013,284.01,*,,Animal Element 3104000256 130717 100141164772 Animal Element 0
7/18/2013,600.47,*,,BANKCARD-8566 MTOT DEP 130717 518089424227932 ANIMAL ELEMENT
7/17/2013,-2000,*,,WF Direct Pay-Payment- Tran ID DP037081640
7/17/2013,268.25,*,,BANKCARD-8566 BTOT DEP 130716 518089424227932 ANIMAL ELEMENT
7/17/2013,365,*,,PAYPAL TRANSFER 130717 4X4J279DKSG7G ANIMAL ELEMENT
7/17/2013,1090.47,*,,Animal Element 3104000256 130716 100141044158 Animal Element 0
7/16/2013,-50,*,,BILL PAY VICKI FRENCH RECURRINGNo account number ON 07-16
7/16/2013,99.45,*,,BANKCARD-8566 MTOT DEP 130715 518089424227932 ANIMAL ELEMENT
7/15/2013,-100,*,,RECURRING TRANSFER TO ANIMAL ELEMENT LLC BUSINESS MARKET RATE SAVINGS REF #OPEQT5SSTB XXXXXX6133
7/15/2013,-72.63,*,,CHECK CRD PURCHASE 07/14 TMC*TIME WARNER CO 888-TWCABLE CA 425907XXXXXX3535 083193095237620 ?MCC=4899
7/15/2013,-111.83,*,,RECUR DEBIT CRD PMT07/13 T-MOBILE RECURRING 800-937-8997 WA 425907XXXXXX3535 003194432561032 ?MCC=4814
7/15/2013,285.34,*,,BANKCARD-8566 MTOT DEP 130714 518089424227932 ANIMAL ELEMENT
7/15/2013,1712.45,*,,BANKCARD-8566 MTOT DEP 130712 518089424227932 ANIMAL ELEMENT
7/12/2013,-10,*,,RECUR DEBIT CRD PMT07/11 BACKBLAZE BACKUP 650-352-3738 CA 425907XXXXXX3535 283192425140955 ?MCC=5734
7/12/2013,1696.63,*,,BANKCARD-8566 BTOT DEP 130711 518089424227932 ANIMAL ELEMENT
7/11/2013,43.95,*,,BANKCARD-8566 MTOT DEP 130710 518089424227932 ANIMAL ELEMENT
7/10/2013,-1150,*,,BILL PAY Berry Accounting ON-LINE No Account Number ON 07-10
7/10/2013,-1000,*,,WF Direct Pay-Payment- Tran ID DP036832716
7/10/2013,-1000,*,,"ONLINE TRANSFER TO PUNCHING PRO, LLC. BUSINESS CHECKING XXXXXX1396 REF #IBEJZZKVN8 ON 07/09/13"
7/10/2013,631.07,*,,BANKCARD-8566 BTOT DEP 130709 518089424227932 ANIMAL ELEMENT
7/9/2013,-3,*,,ONLINE DEP DETAIL & IMAGES
7/9/2013,-3,*,,DIRECT PAY NONWF BUS PYMT TRANS
7/9/2013,-3.5,*,,DIRECT PAY INDIVIDUAL PYMT TRANS
7/9/2013,-10,*,,DIRECT PAY MONTHLY BASE
7/9/2013,-14.95,*,,QUICKBOOKS BANKING
7/9/2013,76.97,*,,Animal Element 3104000256 130708 100140168298 Animal Element 0
7/9/2013,118.95,*,,BANKCARD-8566 MTOT DEP 130708 518089424227932 ANIMAL ELEMENT
7/9/2013,1311.5,*,,Animal Element 3104000256 130708 100140073648 Animal Element 0
7/8/2013,-7.95,*,,"Bluepay,Inc. 8667398324 130705 100139843741 Animal Element 000"
7/8/2013,-17.05,*,,"Bluepay,Inc. 8667398324 130705 100139844701 Animal Element 000"
7/8/2013,-352,*,,WF Direct Pay-Payment- Tran ID DP036753230
7/8/2013,-29.42,*,,POS PURCHASE - OFFICE DEPOT 00 HAWTHORNE CA 3535 00000000240488041
7/8/2013,-35.24,*,,"CHECK CRD PURCHASE 07/05 RINGCENTRAL, INC 650-4724100 CA 425907XXXXXX3535 463186447305151 ?MCC=4814"
7/8/2013,47.95,*,,BANKCARD-8566 MTOT DEP 130707 518089424227932 ANIMAL ELEMENT
7/5/2013,-2500,*,,CHASE EPAY 130703 1593943908 CHRISTOPHER H JONES
7/5/2013,-1500,*,,WF Direct Pay-Payment- Tran ID DP036725124
7/5/2013,-1000,*,,"ONLINE TRANSFER TO PUNCHING PRO, LLC. BUSINESS CHECKING XXXXXX1396 REF #IBE2JQ7XM4 ON 07/05/13"
7/5/2013,-9.95,*,,CHECK CRD PURCHASE 07/03 TURBOBRIDGE 888-666-3620 MD 425907XXXXXX3535 003184303744705 ?MCC=4814
7/5/2013,2633,*,,Animal Element 3104000256 130703 100139463992 Animal Element 0
7/3/2013,528,*,,BANKCARD-8566 BTOT DEP 130702 518089424227932 ANIMAL ELEMENT
7/2/2013,-10.25,*,,ANIMAL ELEMENT Svc Fees 130701 ANIMAL ELEMENT
7/2/2013,-273,*,,BANKCARD-8566 MTOT DISC 130630 518089424227932 ANIMAL ELEMENT
7/2/2013,99.45,*,,BANKCARD-8566 MTOT DEP 130701 518089424227932 ANIMAL ELEMENT
7/2/2013,5593.88,*,,Animal Element 3104000256 130701 100139189650 Animal Element 0
7/1/2013,-104,*,,CHECK CRD PURCHASE 06/30 INCORP SERVICES IN 702-866-2500 NV 425907XXXXXX3535 083181163406885 ?MCC=7399
7/1/2013,47.95,*,,BANKCARD-8566 MTOT DEP 130630 518089424227932 ANIMAL ELEMENT
7/1/2013,99.45,*,,BANKCARD-8566 MTOT DEP 130628 518089424227932 ANIMAL ELEMENT
6/28/2013,-3000,*,,CHASE EPAY 130627 1590133206 CHRISTOPHER H JONES
6/28/2013,-0.37,*,,BANKCARD-8566 BTOT ADJ 130627 518089424227932 ANIMAL ELEMENT
6/27/2013,-500,*,,WF Direct Pay-Payment- Tran ID DP036408104
6/27/2013,-500,*,,"ONLINE TRANSFER TO PUNCHING PRO, LLC. BUSINESS CHECKING XXXXXX1396 REF #IBE5FP8NR3 ON 06/27/13"
6/27/2013,845.67,*,,Animal Element 3104000256 130626 100138551631 Animal Element 0
6/27/2013,1476.36,*,,BANKCARD-8566 MTOT DEP 130626 518089424227932 ANIMAL ELEMENT
6/26/2013,174.58,*,,BANKCARD-8566 BTOT DEP 130625 518089424227932 ANIMAL ELEMENT
6/26/2013,367.68,*,,Animal Element 3104000256 130625 100138438439 Animal Element 0
6/24/2013,-165,*,,WF Direct Pay-Payment- Tran ID DP036290448
6/24/2013,177.67,*,,BANKCARD-8566 MTOT DEP 130623 518089424227932 ANIMAL ELEMENT
6/24/2013,463.55,*,,BANKCARD-8566 MTOT DEP 130621 518089424227932 ANIMAL ELEMENT
6/21/2013,-312.5,*,,BILL PAY D & L Accounting ON-LINE No Account Number ON 06-21
6/20/2013,-3019.5,*,,BILL PAY TENNESSEE FARMER ON-LINE No Account Number ON 06-20
6/20/2013,-772.5,*,,WF Direct Pay-Payment- Tran ID DP036205256
6/20/2013,539.5,*,,BANKCARD-8566 MTOT DEP 130619 518089424227932 ANIMAL ELEMENT
6/19/2013,-15,*,,RECUR DEBIT CRD PMT06/18 PAYPAL *TRAVELINGM 402-935-7733 NC 425907XXXXXX3535 083169423198182 ?MCC=7311
6/19/2013,87.9,*,,BANKCARD-8566 BTOT DEP 130618 518089424227932 ANIMAL ELEMENT
6/18/2013,-149.99,*,,PAYPAL INST XFER 130618 4X4J276JLFGVN ANIMAL ELEMENT
6/18/2013,-135.25,*,,BILL PAY APP GLOBAL INC. ON-LINE No Account Number ON 06-18
6/18/2013,-50,*,,BILL PAY VICKI FRENCH RECURRINGNo account number ON 06-18
6/17/2013,-199,*,,PAYPAL INST XFER 130617 4X4J276GRT8D6 ANIMAL ELEMENT
6/17/2013,-100,*,,RECURRING TRANSFER TO ANIMAL ELEMENT LLC BUSINESS MARKET RATE SAVINGS REF #OPE5FLG57Y XXXXXX6133
6/17/2013,-39.35,*,,CHECK CRD PURCHASE 06/14 PUREBULK INC 541-6791500 OR 425907XXXXXX3535 083164597729969 ?MCC=5499
6/17/2013,-82.36,*,,CHECK CRD PURCHASE 06/14 NUTRABIO.COM 888-688-7224 NJ 425907XXXXXX3535 083164582346113 ?MCC=5399
6/17/2013,954.08,*,,ANIMAL ELEMENT B:6000 130614 ANIMAL ELEMENT
6/17/2013,1167.5,*,,BANKCARD-8566 MTOT DEP 130616 518089424227932 ANIMAL ELEMENT
6/14/2013,-500,*,,WF Direct Pay-Payment- Tran ID DP036052422
6/14/2013,-500,*,,"ONLINE TRANSFER TO PUNCHING PRO, LLC. BUSINESS CHECKING XXXXXX1396 REF #IBEXLZ5PS5 ON 06/14/13"
6/14/2013,-153.3,*,,DEBIT CRD PURCHASE 06/13 CART2CART 1858201640 HK 425907XXXXXX3535 613165549282488 ?MCC=7372
6/14/2013,-110.54,*,,RECUR DEBIT CRD PMT06/13 T-MOBILE RECURRING 800-937-8997 WA 425907XXXXXX3535 163164424767633 ?MCC=4814
6/14/2013,90.45,*,,BANKCARD-8566 MTOT DEP 130613 518089424227932 ANIMAL ELEMENT
6/12/2013,-10,*,,RECUR DEBIT CRD PMT06/11 BACKBLAZE BACKUP 650-352-3738 CA 425907XXXXXX3535 083162424784798 ?MCC=5734
6/12/2013,1186.67,*,,BANKCARD-8566 MTOT DEP 130611 518089424227932 ANIMAL ELEMENT
6/11/2013,-183.75,*,,CHECK CRD PURCHASE 06/10 NATURVET 888-628-8783 CA 425907XXXXXX3535 283161844065307 ?MCC=5199
6/10/2013,-895.86,*,,BANKCARD-8566 MTOT DEP 130607 518089424227932 ANIMAL ELEMENT
6/10/2013,-2.5,*,,DIRECT PAY INDIVIDUAL PYMT TRANS
6/10/2013,-10,*,,DIRECT PAY MONTHLY BASE
6/10/2013,-14.95,*,,QUICKBOOKS BANKING
6/7/2013,-72.25,*,,PAYPAL INST XFER 130607 4X4J275JGDF7L ANIMAL ELEMENT
6/7/2013,-534.72,*,,WF Direct Pay-Payment- Tran ID DP035817102
6/7/2013,431.32,*,,BANKCARD-8566 BTOT DEP 130606 518089424227932 ANIMAL ELEMENT
6/7/2013,634.72,*,,PAYPAL TRANSFER 130607 4X4J275FZDTP6 ANIMAL ELEMENT
6/7/2013,1049.07,*,,ANIMAL ELEMENT B:5000 130606 ANIMAL ELEMENT
6/6/2013,-2000,*,,WF Direct Pay-Payment- Tran ID DP035748018
6/6/2013,-36.17,*,,"CHECK CRD PURCHASE 06/05 RINGCENTRAL, INC 650-4724100 CA 425907XXXXXX3535 303156447472224 ?MCC=4814"
6/6/2013,369.89,*,,BANKCARD-8566 BTOT DEP 130605 518089424227932 ANIMAL ELEMENT
6/6/2013,419.75,*,,ANIMAL ELEMENT B:4000 130605 ANIMAL ELEMENT
6/5/2013,-7.95,*,,"Bluepay,Inc. 8667398324 130604 100136085384 Animal Element 000"
6/5/2013,-7.95,*,,"Bluepay,Inc. 8667398324 130604 100136083833 Animal Element 000"
6/5/2013,-3000,*,,CHASE EPAY 130604 1574453281 CHRISTOPHER H JONES
6/5/2013,1793.48,*,,BANKCARD-8566 BTOT DEP 130604 518089424227932 ANIMAL ELEMENT
6/5/2013,1893.97,*,,ANIMAL ELEMENT B:3000 130604 ANIMAL ELEMENT
6/4/2013,-12.78,*,,ANIMAL ELEMENT Svc Fees 130603 ANIMAL ELEMENT
6/4/2013,-950,*,,WITHDRAWAL MADE IN A BRANCH/STORE
6/4/2013,-9.95,*,,CHECK CRD PURCHASE 06/03 TURBOBRIDGE 888-666-3620 MD 425907XXXXXX3535 083154300666606 ?MCC=4814
6/4/2013,2622.26,*,,ANIMAL ELEMENT B:2000 130603 ANIMAL ELEMENT
6/3/2013,-311.64,*,,BANKCARD-8566 MTOT DISC 130531 518089424227932 ANIMAL ELEMENT
6/3/2013,-2654,*,,WF Direct Pay-Payment- Tran ID DP035609346
6/3/2013,-104,*,,CHECK CRD PURCHASE 05/31 INCORP SERVICES IN 702-866-2500 NV 425907XXXXXX3535 163151800461173 ?MCC=7399
6/3/2013,534.47,*,,BANKCARD-8566 MTOT DEP 130531 518089424227932 ANIMAL ELEMENT
6/3/2013,688.2,*,,ANIMAL ELEMENT B:6000 130531 ANIMAL ELEMENT
5/31/2013,-49.16,*,,BILL PAY GRAPHIC PRODUCTI ON-LINE No account number ON 05-31
5/30/2013,525.24,*,,BANKCARD-8566 MTOT DEP 130529 518089424227932 ANIMAL ELEMENT
5/30/2013,1216.25,*,,ANIMAL ELEMENT B:4000 130529 ANIMAL ELEMENT
5/29/2013,-2000,*,,CHASE EPAY 130528 1569433467 CHRISTOPHER H JONES
5/29/2013,-30.93,*,,CHECK CRD PURCHASE 05/28 BOX BROS REDONDO B REDONDO BEACH CA 425907XXXXXX3535 003148752870756 ?MCC=5999
5/28/2013,176.43,*,,BANKCARD-8566 MTOT DEP 130524 518089424227932 ANIMAL ELEMENT
5/24/2013,1948.24,*,,ANIMAL ELEMENT B:5000 130523 ANIMAL ELEMENT
5/23/2013,256.79,*,,BANKCARD-8566 BTOT DEP 130522 518089424227932 ANIMAL ELEMENT
5/22/2013,-309.45,*,,BILL PAY DFW DISTRIBUTION ON-LINE No account number ON 05-22
5/22/2013,-185,*,,BILL PAY DFW DISTRIBUTION ON-LINE No account number ON 05-22
5/22/2013,-71.08,*,,POS PURCHASE - SPROUTS FARMERS MARKET REDONDO BEAC CA 3535 00383142163255636
5/22/2013,684.41,*,,BANKCARD-8566 MTOT DEP 130521 518089424227932 ANIMAL ELEMENT
5/22/2013,909.24,*,,ANIMAL ELEMENT B:3000 130521 ANIMAL ELEMENT
5/21/2013,-3000,*,,CHASE EPAY 130520 1564338429 CHRISTOPHER H JONES
5/21/2013,-2000,*,,WF Direct Pay-Payment- Tran ID DP035210732
5/21/2013,67.97,*,,ANIMAL ELEMENT B:2000 130520 ANIMAL ELEMENT
5/21/2013,221.31,*,,BANKCARD-8566 MTOT DEP 130520 518089424227932 ANIMAL ELEMENT
5/20/2013,-15,*,,RECUR DEBIT CRD PMT05/18 PAYPAL *TRAVELINGM 402-935-7733 NC 425907XXXXXX3535 163138426910360 ?MCC=7311
5/20/2013,554.22,*,,BANKCARD-8566 MTOT DEP 130519 518089424227932 ANIMAL ELEMENT
5/20/2013,943.41,*,,BANKCARD-8566 MTOT DEP 130517 518089424227932 ANIMAL ELEMENT
5/17/2013,-250,*,,"ONLINE TRANSFER TO PUNCHING PRO, LLC. REF #IBE2J9VG3X BUSINESS CHECKING VIA MOBILE"
5/17/2013,-72.63,*,,CHECK CRD PURCHASE 05/16 TMC*TIME WARNER CO 888-TWCABLE CA 425907XXXXXX3535 283134799087952 ?MCC=4899
5/17/2013,147.4,*,,BANKCARD-8566 MTOT DEP 130515 518089424227932 ANIMAL ELEMENT
5/16/2013,-2000,*,,"CHASE EPAY 130515 1561284754 ANIMAL ELEMENT, LLC."
5/16/2013,-50,*,,BILL PAY VICKI FRENCH RECURRINGNo account number ON 05-16
5/16/2013,-200,*,,"ONLINE TRANSFER TO PUNCHING PRO, LLC. REF #IBE5FBTD67 BUSINESS CHECKING VIA MOBILE"
5/16/2013,909.85,*,,ANIMAL ELEMENT B:3000 130515 ANIMAL ELEMENT
5/16/2013,1014.22,*,,ANIMAL ELEMENT B:4000 130515 ANIMAL ELEMENT
5/15/2013,-100,*,,RECURRING TRANSFER TO ANIMAL ELEMENT LLC BUSINESS MARKET RATE SAVINGS REF #OPETPNZ69F XXXXXX6133
5/15/2013,730.28,*,,BANKCARD-8566 BTOT DEP 130514 518089424227932 ANIMAL ELEMENT
5/14/2013,-98.21,*,,RECUR DEBIT CRD PMT05/13 T-MOBILE RECURRING 800-937-8997 WA 425907XXXXXX3535 003133434043607 ?MCC=4814
5/14/2013,593.48,*,,BANKCARD-8566 MTOT DEP 130513 518089424227932 ANIMAL ELEMENT
5/14/2013,600,*,,ANIMAL ELEMENT B:2000 130513 ANIMAL ELEMENT
5/13/2013,-112.6,*,,BANKCARD-8566 MTOT DEP 130510 518089424227932 ANIMAL ELEMENT
5/13/2013,-10,*,,RECUR DEBIT CRD PMT05/11 BACKBLAZE BACKUP 650-352-3738 CA 425907XXXXXX3535 003131461915209 ?MCC=5734
5/10/2013,-4000,*,,"CHASE EPAY 130509 1557150137 ANIMAL ELEMENT, LLC."
5/10/2013,-682,*,,WF Direct Pay-Payment- Tran ID DP034917482
5/10/2013,141.35,*,,BANKCARD-8566 BTOT DEP 130509 518089424227932 ANIMAL ELEMENT
5/10/2013,210.07,*,,ANIMAL ELEMENT B:4000 130509 ANIMAL ELEMENT
5/10/2013,640.59,*,,ANIMAL ELEMENT B:5000 130509 ANIMAL ELEMENT
5/9/2013,1577.62,*,,ANIMAL ELEMENT B:4000 130508 ANIMAL ELEMENT
5/9/2013,2837.45,*,,BANKCARD-8566 BTOT DEP 130508 518089424227932 ANIMAL ELEMENT
5/8/2013,-2.5,*,,DIRECT PAY INDIVIDUAL PYMT TRANS
5/8/2013,-3,*,,DIRECT PAY NONWF BUS PYMT TRANS
5/8/2013,-10,*,,DIRECT PAY MONTHLY BASE
5/8/2013,-14.95,*,,QUICKBOOKS BANKING
5/8/2013,59.95,*,,BANKCARD-8566 MTOT DEP 130507 518089424227932 ANIMAL ELEMENT
